LOC_NUM,Year,Month,Day,Date all same format(DD-MM-YYYY),DayofSeason,DUCK_ID,SEAS_NUM,DECADE_NUM,SEX,SexCode,AGE_NUM,HatchAdultOrUnknown,AgeSex,BM,WNG_LNGTH,FOOD_ESOPH,RAIN_STATION,Rain_CM,WSI_STATION,WSI,RIV_GAGE,GageDischarge,GageHeight,Gage_M
1,1979,12,8,8-Dec-79,20,109,1,1,2,Female,1,H,4,1175,288,2,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225
1,1979,12,8,8-Dec-79,20,116,1,1,2,Female,1,H,4,1185,285,2,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225
2,1979,12,8,8-Dec-79,20,103,1,1,1,Male,2,A,1,1360,304,1,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225
2,1979,12,8,8-Dec-79,20,104,1,1,1,Male,2,A,1,1425,299,1,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225
2,1979,12,8,8-Dec-79,20,102,1,1,1,Male,2,A,1,1325,286,2,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225
7,1979,12,9,9-Dec-79,21,14,1,1,1,Male,2,A,1,1316,292,2,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-5.902777778,"Big Black River Near Bovina, MS",13500,32.83,10.01315
7,1979,12,9,9-Dec-79,21,15,1,1,1,Male,2,A,1,1367,293,2,"YAZOO CITY 5 NNE, MS US",0.5588,"YAZOO CITY 5 NNE, MS US",-5.902777778,"Big Black River Near Bovina, MS",13500,32.83,10.01315
2,1979,12,11,11-Dec-79,23,120,1,1,1,Male,2,A,1,1284,296,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.597222222,"Big Black River Near Bovina, MS",7330,22.52,6.8686
1,1979,12,14,14-Dec-79,26,123,1,1,2,Female,2,A,2,1120,279,1,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895
1,1979,12,14,14-Dec-79,26,124,1,1,2,Female,2,A,2,1217,276,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895
1,1979,12,14,14-Dec-79,26,122,1,1,2,Female,1,H,4,1165,265,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895
5,1979,12,15,15-Dec-79,27,33,1,1,1,Male,2,A,1,1366,297,1,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,21,1,1,1,Male,2,A,1,1133,302,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,22,1,1,1,Male,2,A,1,1361,285,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,23,1,1,1,Male,2,A,1,1428,306,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,24,1,1,1,Male,2,A,1,1243,302,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,25,1,1,1,Male,2,A,1,1295,298,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,29,1,1,1,Male,2,A,1,1177,303,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,32,1,1,1,Male,2,A,1,1319,284,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,39,1,1,1,Male,2,A,1,1309,283,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,42,1,1,1,Male,2,A,1,1321,299,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,43,1,1,1,Male,2,A,1,1334,299,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,45,1,1,1,Male,2,A,1,1152,283,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,31,1,1,2,Female,2,A,2,1428,298,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,35,1,1,2,Female,2,A,2,1020,265,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,36,1,1,2,Female,2,A,2,1163,266,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,38,1,1,2,Female,2,A,2,1026,281,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,26,1,1,1,Male,1,H,3,1174,286,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,27,1,1,1,Male,1,H,3,1153,272,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,28,1,1,1,Male,1,H,3,1243,282,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,30,1,1,1,Male,1,H,3,1257,292,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,40,1,1,1,Male,1,H,3,1325,280,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,41,1,1,1,Male,1,H,3,1331,284,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,44,1,1,1,Male,1,H,3,1325,295,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,15,15-Dec-79,27,37,1,1,2,Female,1,H,4,1164,270,2,"YAZOO CITY 5 NNE, MS US",5.588,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468
5,1979,12,16,16-Dec-79,28,47,1,1,1,Male,2,A,1,1206,295,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,48,1,1,1,Male,2,A,1,1500,292,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,49,1,1,1,Male,2,A,1,1394,294,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,50,1,1,1,Male,2,A,1,1178,301,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,51,1,1,2,Female,2,A,2,1036,278,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,55,1,1,2,Female,2,A,2,1124,275,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,52,1,1,1,Male,1,H,3,1116,288,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,53,1,1,1,Male,1,H,3,1283,288,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,56,1,1,2,Female,1,H,4,1073,270,1,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
5,1979,12,16,16-Dec-79,28,54,1,1,2,Female,1,H,4,1166,273,2,"YAZOO CITY 5 NNE, MS US",0.9398,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943
1,1979,12,17,17-Dec-79,29,125,1,1,1,Male,2,A,1,1185,278,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,126,1,1,1,Male,2,A,1,1229,285,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,127,1,1,1,Male,2,A,1,1162,290,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,131,1,1,1,Male,2,A,1,1280,288,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,128,1,1,2,Female,2,A,2,1060,284,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,129,1,1,2,Female,1,H,4,1056,270,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,17,17-Dec-79,29,130,1,1,2,Female,1,H,4,914,268,2,"YAZOO CITY 5 NNE, MS US",0.1016,"YAZOO CITY 5 NNE, MS US",-4.444444444,"Big Black River Near Bovina, MS",7490,22.79,6.95095
1,1979,12,19,19-Dec-79,31,139,1,1,2,Female,1,H,4,960,254,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-0.597222222,"Big Black River Near Bovina, MS",5630,19.5,5.9475
1,1979,12,22,22-Dec-79,34,67,1,1,2,Female,1,H,4,967,274,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,61,1,1,1,Male,2,A,1,1187,276,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,66,1,1,1,Male,2,A,1,1233,278,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,63,1,1,2,Female,2,A,2,1078,269,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,65,1,1,2,Female,2,A,2,1158,265,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,62,1,1,1,Male,1,H,3,1166,278,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
7,1979,12,22,22-Dec-79,34,64,1,1,1,Male,1,H,3,1337,280,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
11,1979,12,22,22-Dec-79,34,87,1,1,2,Female,2,A,2,1114,278,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
11,1979,12,22,22-Dec-79,34,80,1,1,1,Male,1,H,3,1247,286,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
11,1979,12,22,22-Dec-79,34,85,1,1,2,Female,1,H,4,860,279,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
11,1979,12,22,22-Dec-79,34,86,1,1,2,Female,1,H,4,879,280,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",2380,13.1,3.9955
5,1979,12,23,23-Dec-79,35,78,1,1,1,Male,2,A,1,1258,301,2,"YAZOO CITY 5 NNE, MS US",0.1778,"YAZOO CITY 5 NNE, MS US",-8.125,"Big Black River Near Bovina, MS",2060,12.37,3.77285
5,1979,12,23,23-Dec-79,35,79,1,1,1,Male,2,A,1,1207,285,2,"YAZOO CITY 5 NNE, MS US",0.1778,"YAZOO CITY 5 NNE, MS US",-8.125,"Big Black River Near Bovina, MS",2060,12.37,3.77285
5,1979,12,23,23-Dec-79,35,77,1,1,1,Male,1,H,3,1185,291,2,"YAZOO CITY 5 NNE, MS US",0.1778,"YAZOO CITY 5 NNE, MS US",-8.125,"Big Black River Near Bovina, MS",2060,12.37,3.77285
5,1979,12,29,29-Dec-79,41,90,1,1,1,Male,2,A,1,1251,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",5580,19.41,5.92005
5,1979,12,29,29-Dec-79,41,91,1,1,1,Male,2,A,1,1229,287,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",5580,19.41,5.92005
5,1979,12,30,30-Dec-79,42,92,1,1,1,Male,2,A,1,1131,295,2,"YAZOO CITY 5 NNE, MS US",1.1176,"YAZOO CITY 5 NNE, MS US",-5.763888889,"Big Black River Near Bovina, MS",5130,18.62,5.6791
5,1980,1,2,2-Jan-80,45,98,1,2,1,Male,2,A,1,1289,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.097222222,"Big Black River Near Bovina, MS",4700,17.85,5.44425
5,1980,1,2,2-Jan-80,45,97,1,2,2,Female,1,H,4,1090,283,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.097222222,"Big Black River Near Bovina, MS",4700,17.85,5.44425
1,1980,1,5,5-Jan-80,48,142,1,2,1,Male,2,A,1,1450,295,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,143,1,2,1,Male,2,A,1,1360,288,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,144,1,2,1,Male,2,A,1,1260,294,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,151,1,2,1,Male,2,A,1,1240,286,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,140,1,2,1,Male,2,A,1,1160,287,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,153,1,2,1,Male,2,A,1,1230,296,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,141,1,2,2,Female,2,A,2,940,267,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,152,1,2,2,Female,2,A,2,1100,274,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,149,1,2,1,Male,1,H,3,980,281,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
1,1980,1,5,5-Jan-80,48,150,1,2,2,Female,1,H,4,1200,263,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,204,1,2,1,Male,2,A,1,1576,302,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,203,1,2,1,Male,2,A,1,1332,296,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,217,1,2,2,Female,2,A,2,1153,274,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,205,1,2,1,Male,1,H,3,1331,296,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,206,1,2,2,Female,1,H,4,1266,276,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,207,1,2,2,Female,1,H,4,1038,261,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,208,1,2,2,Female,1,H,4,1138,273,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,209,1,2,2,Female,1,H,4,1058,259,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
5,1980,1,5,5-Jan-80,48,218,1,2,2,Female,1,H,4,1268,269,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-3.472222222,"Big Black River Near Bovina, MS",3690,15.94,4.8617
4,1980,1,6,6-Jan-80,49,155,1,2,1,Male,2,A,1,1214,296,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
4,1980,1,6,6-Jan-80,49,154,1,2,2,Female,2,A,2,1023,266,1,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
5,1980,1,6,6-Jan-80,49,219,1,2,1,Male,2,A,1,1356,297,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
5,1980,1,6,6-Jan-80,49,226,1,2,1,Male,2,A,1,1414,303,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
5,1980,1,6,6-Jan-80,49,227,1,2,1,Male,2,A,1,1382,286,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
5,1980,1,6,6-Jan-80,49,223,1,2,2,Female,2,A,2,1345,285,2,"YAZOO CITY 5 NNE, MS US",2.5146,"YAZOO CITY 5 NNE, MS US",-2.222222222,"Big Black River Near Bovina, MS",3570,15.71,4.79155
