Location,Location_ref,HAB_TYPE,LOC_NUM,Datecombined(DDMMYYYY),Year,Month,Day,Date(mm/dd/yy),Date all same format(DD-MM-YYYY),nTHDATE_OF_YEAR,ROLL_DATE,DAY_OF_DUCKSEAS,DayofSeason,WINT_PER,Dabbert_ID,DUCK_ID,EarliestDuckStartNthDay,EarliestDuckShot,Hunting Season Start Date (NotAccurate 79-83),Hunting Season DOY,SEAS_NUM,DECADE_NUM,SPECIES_NUM,SPECIES,SEX,Age(unaltered),AGE_NUM,HatchAdultOrUnknown,BM,WNG_LNGTH,FOOD_ESOPH,FoodEsophQuant(g),Date(mm/dd/yy),RAIN_STATION,PRCP_PREV3DAYS,Rain_CM,TEMP_STATION,Date(mm/dd/yy),AVG_PREV3DAYTEMP,TMAXAVGPREV3DAY,TMINAVGPREV3DAY,WSI_STATION,WSI,RIV_GAGE,GageDischarge,GageHeight,Gage_M,AgeSex,,,,,,,,,,,,,HAB_TYPE,LOC_NUM,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,119,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1145,282,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,2,,,,,,,,,,,,,12,11,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,112,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1275,285,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,3,,,,,,,,,,,,,13,12,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,117,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1220,278,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,3,,,,,,,,,,,,,"3 Sisters, Hurricane Lake WMA",13,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,105,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,1,1,H,1065,266,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,4,,,,,,,,,,,,,5Oaks,14,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,109,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,1,1,H,1175,288,2,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,4,,,,,,,,,,,,,5Oaks 25G,15,
,,1,1,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,116,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,1,1,H,1185,285,2,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,4,,,,,,,,,,,,,5Oaks BL1,16,
,,2,2,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,103,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1360,304,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,1,,,,,,,,,,,,,5Oaks BL15,17,
,,2,2,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,104,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1425,299,1,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,1,,,,,,,,,,,,,5Oaks BL16,18,
,,2,2,8121979,1979,12,8,12/8/79,8-Dec-79,342,342,22,20,1,,102,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1325,286,2,,12/8/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/8/79,6.527777778,17.96296296,-0.555555556,"YAZOO CITY 5 NNE, MS US",-6.527777778,"Big Black River Near Bovina, MS",15500,34.5,10.5225,1,,,,,,,,,,,,,5Oaks BL3,19,
,,7,7,9121979,1979,12,9,12/9/79,9-Dec-79,343,343,23,21,1,,14,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1316,292,2,,12/9/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/9/79,5.902777778,15.55555556,0.185185185,"YAZOO CITY 5 NNE, MS US",-5.902777778,"Big Black River Near Bovina, MS",13500,32.83,10.01315,1,,,,,,,,,,,,,5Oaks BL5,20,
,,7,7,9121979,1979,12,9,12/9/79,9-Dec-79,343,343,23,21,1,,15,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1367,293,2,,12/9/79,"YAZOO CITY 5 NNE, MS US",0.22,0.5588,"YAZOO CITY 5 NNE, MS US",12/9/79,5.902777778,15.55555556,0.185185185,"YAZOO CITY 5 NNE, MS US",-5.902777778,"Big Black River Near Bovina, MS",13500,32.83,10.01315,1,,,,,,,,,,,,,5Oaks BL6,21,
,,2,2,11121979,1979,12,11,12/11/79,11-Dec-79,345,345,25,23,1,,120,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1284,296,2,,12/11/79,"YAZOO CITY 5 NNE, MS US",0,0,"YAZOO CITY 5 NNE, MS US",12/11/79,6.597222222,17.59259259,0,"YAZOO CITY 5 NNE, MS US",-6.597222222,"Big Black River Near Bovina, MS",7330,22.52,6.8686,1,,,,,,,,,,,,,5Oaks BL7,22,
,,1,1,14121979,1979,12,14,12/14/79,14-Dec-79,348,348,28,26,1,,123,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1120,279,1,,12/14/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/14/79,10.06944444,18.14814815,8.703703704,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895,2,,,,,,,,,,,,,5Oaks HA4,23,
,,1,1,14121979,1979,12,14,12/14/79,14-Dec-79,348,348,28,26,1,,124,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1217,276,2,,12/14/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/14/79,10.06944444,18.14814815,8.703703704,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895,2,,,,,,,,,,,,,5Oaks HF2,24,
,,1,1,14121979,1979,12,14,12/14/79,14-Dec-79,348,348,28,26,1,,122,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,1,1,H,1165,265,2,,12/14/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/14/79,10.06944444,18.14814815,8.703703704,"YAZOO CITY 5 NNE, MS US",-10.06944444,"Big Black River Near Bovina, MS",8140,23.9,7.2895,4,,,,,,,,,,,,,5Oaks HF6,25,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,33,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1366,297,1,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks HG4,26,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,21,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1133,302,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks HG7,27,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,22,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1361,285,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks HG8,28,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,23,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1428,306,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks LS1,29,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,24,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1243,302,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks LS12,30,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,25,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1295,298,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks LS3,31,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,29,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1177,303,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks LS4,32,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,32,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1319,284,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks LS9,33,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,39,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1309,283,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks MF2,34,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,42,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1321,299,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks MF4,35,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,43,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1334,299,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks North Woods ,36,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,45,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1152,283,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,1,,,,,,,,,,,,,5Oaks SEC1,37,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,31,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1428,298,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,2,,,,,,,,,,,,,ATCHDELTA,38,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,35,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1020,265,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,2,,,,,,,,,,,,,Back 9 Duck Club,39,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,36,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1163,266,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,2,,,,,,,,,,,,,Bayou Meto Buckingham Flats,40,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,38,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,2,2,A,1026,281,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,2,,,,,,,,,,,,,Bayou Meto Halowell Access,41,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,26,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1174,286,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,Bayou Meto Lower Vallier Ramp,42,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,27,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1153,272,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,Bearitage,43,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,28,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1243,282,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,Big Lake 7 Mile Access,44,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,30,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1257,292,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,BIGBURN,45,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,40,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1325,280,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,"Black Swamp WMA, Float Road Access",46,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,41,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1331,284,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,Cache NWR Clinton,47,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,44,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,1,1,H,1325,295,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,3,,,,,,,,,,,,,Cache River NWR Dixie Fields,48,
,,5,5,15121979,1979,12,15,12/15/79,15-Dec-79,349,349,29,27,2,,37,323,19-Nov,17-Nov,321,1,1,132,Mallard,2,1,1,H,1164,270,2,,12/15/79,"YAZOO CITY 5 NNE, MS US",2.2,5.588,"YAZOO CITY 5 NNE, MS US",12/15/79,6.736111111,12.96296296,5,"YAZOO CITY 5 NNE, MS US",-6.736111111,"Big Black River Near Bovina, MS",8060,23.76,7.2468,4,,,,,,,,,,,,,Camo Shop Loc #1,49,
,,5,5,16121979,1979,12,16,12/16/79,16-Dec-79,350,350,30,28,2,,47,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1206,295,2,,12/16/79,"YAZOO CITY 5 NNE, MS US",0.37,0.9398,"YAZOO CITY 5 NNE, MS US",12/16/79,4.166666667,9.814814815,1.296296296,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943,1,,,,,,,,,,,,,Camo Shop Loc #10,50,
,,5,5,16121979,1979,12,16,12/16/79,16-Dec-79,350,350,30,28,2,,48,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1500,292,2,,12/16/79,"YAZOO CITY 5 NNE, MS US",0.37,0.9398,"YAZOO CITY 5 NNE, MS US",12/16/79,4.166666667,9.814814815,1.296296296,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943,1,,,,,,,,,,,,,Camo Shop Loc #2,51,
,,5,5,16121979,1979,12,16,12/16/79,16-Dec-79,350,350,30,28,2,,49,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1394,294,2,,12/16/79,"YAZOO CITY 5 NNE, MS US",0.37,0.9398,"YAZOO CITY 5 NNE, MS US",12/16/79,4.166666667,9.814814815,1.296296296,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943,1,,,,,,,,,,,,,Camo Shop Loc #6,52,
,,5,5,16121979,1979,12,16,12/16/79,16-Dec-79,350,350,30,28,2,,50,323,19-Nov,17-Nov,321,1,1,132,Mallard,1,2,2,A,1178,301,2,,12/16/79,"YAZOO CITY 5 NNE, MS US",0.37,0.9398,"YAZOO CITY 5 NNE, MS US",12/16/79,4.166666667,9.814814815,1.296296296,"YAZOO CITY 5 NNE, MS US",-4.166666667,"Big Black River Near Bovina, MS",7760,23.26,7.0943,1,,,,,,,,,,,,,Camo Shop Loc #8,53,
